"id","word","count","count_n","count_h","count_u"
"3579","kadini","63","24","20","19"
"4190","girdi","63","35","15","13"
"2950","isid","63","30","10","23"
"5866","acisindan","63","36","12","15"
"1206","gerektigini","63","36","10","17"
"1555","geldim","63","26","21","16"
"7527","yanina","63","22","19","22"
"4858","gereksiz","63","37","13","13"
"5161","bitti","63","32","18","13"
"5328","donem","63","34","17","12"
"9122","yazi","63","38","11","14"
"9864","yolu","63","28","19","16"
"10825","goren","63","29","20","14"
"11916","denk","63","28","25","10"
"10460","mucadele","62","32","15","15"
"5214","oyuncu","62","48","10","4"
"2533","sicak","62","21","30","11"
"3221","farkinda","62","33","12","17"
"3772","34","62","31","22","9"
"100","aman","62","34","12","16"
"997","erkekler","62","26","18","18"
"6937","yaparken","62","33","14","15"
"6194","geldigi","62","36","12","14"
"6611","malum","62","30","15","17"
"1174","fikir","62","31","17","14"
"1183","alakasi","62","28","13","21"
"1277","o","62","33","18","11"
"1409","eksik","62","32","15","15"
"1427","saka","62","29","17","16"
"1480","dedigin","62","30","15","17"
"1784","ederek","61","26","13","22"
"1810","dis","61","21","19","21"
"3513","genelde","61","37","13","11"
"4033","binlerce","61","31","14","16"
"3089","gucu","61","28","13","20"
"5624","elinden","61","33","15","13"
"5885","oyunu","61","33","20","8"
"5942","yerlerde","61","28","19","14"
"6345","kendilerine","61","26","19","16"
"4","ankara","61","23","16","22"
"64","baktim","61","25","23","13"
"139","iceri","61","31","17","13"
"838","it","61","26","13","22"
"881","of","61","28","16","17"
"6763","etmesi","61","33","9","19"
"20381","topu","61","39","14","8"
"10250","dizi","61","26","25","10"
"8451","soyledi","61","30","15","16"
"8851","got","61","26","20","15"
"13150","benzer","61","31","17","13"
"8181","olacaktir","60","38","10","12"
"8661","verin","60","23","19","18"
"10550","koy","60","25","19","16"
"11503","transfer","60","42","10","8"
"6980","yarim","60","22","15","23"
"3650","haziran","60","34","9","17"
"3750","14","60","22","17","21"
"4368","herif","60","27","18","15"
"4443","ver","60","24","15","21"
"4609","verecek","60","29","12","19"
"1384","parasi","60","34","11","15"
"1705","kendisinin","60","28","13","19"
"341","16","60","34","13","13"
"658","olamaz","60","32","7","21"
"2249","ihtiyaci","60","32","11","17"
"2452","bizden","60","27","16","17"
"2672","ele","60","28","14","18"
"3250","babasi","60","23","12","25"
"6277","yazan","60","30","9","21"
"5842","internet","59","29","16","14"
"5847","nerede","59","27","13","19"
"6041","cozum","59","28","13","18"
"6157","bagli","59","37","9","13"
"5109","puan","59","39","8","12"
"2502","giren","59","29","15","15"
"2971","araya","59","28","8","23"
"3063","mevcut","59","37","9","13"
"1401","gitmek","59","26","14","19"
"1848","hos","59","31","15","13"
"364","istedigim","59","30","11","18"
"11756","yolda","59","22","16","21"
"7860","21","59","41","8","10"
"8059","adet","59","32","17","10"
"15108","turkce","59","27","15","17"
"10475","macinda","59","43","9","7"
"10112","suc","58","21","7","30"
"12329","kar","58","31","12","15"
"218","oglu","58","25","10","23"
"245","takima","58","48","5","5"
"406","fatih","58","30","12","16"
"726","illa","58","31","14","13"
"5684","17","58","32","14","12"
"5951","partinin","58","31","6","21"
"3658","halinde","58","31","12","15"
"1209","cahil","58","27","13","18"
"2060","dunyaya","58","23","19","16"
"2232","resmi","58","28","12","18"
"4543","yasiyor","58","28","18","12"
"5289","deli","58","24","22","12"
"5460","ders","58","19","20","19"
"2319","diyorlar","58","24","12","22"
"2630","tahmin","58","29","11","18"
"3020","ortak","58","35","12","11"
"2640","etmez","57","23","14","20"
"3029","medya","57","29","13","15"
"132","gelin","57","32","9","16"
"451","vatan","57","26","14","17"
"469","sampiyon","57","47","3","7"
"610","he","57","33","8","16"
"826","kusura","57","19","13","25"
"5539","golu","57","43","8","6"
"3700","gecer","57","22","19","16"
"3904","sehir","57","32","11","14"
"3985","gormedim","57","28","17","12"
"4300","nokta","57","33","9","15"
"1383","bakan","57","30","11","16"
"1527","kadariyla","57","22","16","19"
"1645","ak","57","19","11","27"
"1711","nedeniyle","57","26","16","15"
"1921","igrenc","57","18","13","26"
"10606","asiri","57","32","13","12"
"13895","sayisi","57","38","8","11"
"14321","erdogan","56","31","9","16"
"11168","isim","56","30","16","10"
"1845","adamlari","56","29","10","17"
"3324","elini","56","24","14","18"
"6855","telefon","56","24","17","15"
"7217","birine","56","23","18","15"
"7269","evine","56","33","10","13"
"6106","ters","56","30","15","11"
"6666","sistem","56","37","7","12"
"4139","kadinlarin","56","22","16","18"
"4416","atti","56","40","5","11"
"465","ustu","56","32","14","10"
"1090","hukuk","56","21","11","24"
"4847","sapan","56","29","19","8"
"4862","eli","56","18","18","20"
"5382","spor","56","30","17","9"
"15697","zerre","56","27","9","20"
"16618","idi","55","30","13","12"
"18457","onlarca","55","25","10","20"
"5381","yillarca","55","30","15","10"
"1588","gerekli","55","25","12","18"
"1823","cevabi","55","21","17","17"
"1863","aylik","55","26","9","20"
"2209","zorla","55","27","5","23"
"2279","ettigim","55","25","13","17"
"2288","yola","55","24","18","13"
"2709","senden","55","23","17","15"
"3018","salak","55","24","17","14"
"706","tespit","55","26","12","17"
"748","kime","55","24","16","15"
"1050","halkin","55","24","9","22"
"6366","one","55","38","11","6"
"6714","kisaca","55","32","11","12"
"3381","gencler","55","28","16","11"
"3949","umut","55","37","8","10"
"3365","beyler","54","30","11","13"
"3558","allahin","54","19","10","25"
"1242","tesekkurler","54","33","12","9"
"2067","milletin","54","22","10","22"
"2124","toplum","54","27","9","18"
"6954","kardes","54","19","18","17"
"4811","disari","54","21","19","14"
"6430","denen","54","24","8","22"
"2818","asik","54","21","18","15"
"2846","nereden","54","34","13","7"
"2984","guvenlik","54","23","9","22"
"3119","hoca","54","38","9","7"
"3355","geciyor","54","21","19","14"
"289","basin","54","31","4","19"
"850","in","54","29","13","12"
"10471","galiba","54","29","10","15"
"7882","saglik","54","20","10","24"
"8003","donup","54","17","19","18"
"15942","istanbulda","54","26","13","15"
"773","saglam","53","27","16","10"
"7085","onceden","53","27","13","13"
"7228","pis","53","24","13","16"
"7481","lakin","53","33","11","9"
"3677","birak","53","29","10","14"
"3941","beyin","53","23","15","15"
"4077","bol","53","24","20","9"
"1243","bende","53","22","19","12"
"1344","hayatimda","53","23","20","10"
"1874","cani","53","20","12","21"
"1885","bakiyorum","53","21","16","16"
"2118","ekmek","53","22","12","19"
"2212","hazir","53","27","12","14"
"2968","olmayacak","53","28","7","18"
"3188","duruma","53","30","8","15"
"4793","kontrol","53","21","15","17"
"7858","toplam","53","27","12","14"
"8876","gerekirse","53","27","18","8"
"11033","hayatini","53","19","11","23"
"11059","hizli","53","30","16","7"
"13956","yapilacak","53","30","5","18"
"14149","kredi","52","31","5","16"
"5548","iken","52","22","13","17"
"3708","yeterli","52","28","12","12"
"3759","bileyim","52","24","17","11"
"4126","cift","52","31","16","5"
"4163","60","52","31","9","12"
"190","direkt","52","26","15","11"
"277","sike","52","36","5","11"
"7345","aziz","52","31","11","10"
"7769","ucuz","52","28","8","16"
"2510","eminim","52","29","13","10"
"2874","bisey","52","25","12","15"
"1330","90","52","30","14","8"
"1403","kisiye","52","16","20","16"
"1418","kafasina","52","28","10","14"
"1543","yazmis","52","21","16","15"
"1829","acip","52","24","14","14"
"1984","annem","52","19","16","17"
"5665","bugune","52","26","10","16"
"6412","su","51","29","8","14"
"350","SADEMOTICON","51","26","12","13"
"702","yalnizca","51","26","10","15"
"1067","kaynak","51","30","9","12"
"4710","kendime","51","24","17","10"
"5337","giriyor","51","23","8","20"
"3960","elektrik","51","23","10","18"
"4083","olsam","51","24","13","14"
"4236","soyluyor","51","24","9","18"
"1942","baya","51","24","17","10"
"6736","vakit","51","30","12","9"
"7294","girip","51","28","14","9"
"7764","mukemmel","51","28","12","11"
"2519","sonu","51","32","8","11"
"2760","kavga","51","23","10","18"
"2828","oradan","51","19","15","17"
"2931","vb","51","28","8","15"
"2981","atan","51","29","9","13"
"15711","donemde","51","28","11","12"
"19618","kelime","51","23","10","18"
"7886","ayda","51","19","15","17"
"7910","dakikada","51","29","13","9"
"15342","tehdit","51","23","5","23"
"10027","maruz","51","16","14","21"
"14473","ait","50","27","14","9"
"14761","demektir","50","27","11","12"
"2327","olmasini","50","24","13","13"
"3066","ihtiyac","50","30","8","12"
"3114","istifa","50","27","9","14"
"3306","hayata","50","23","13","14"
"3358","yukarida","50","34","9","7"
"5076","dur","50","26","11","13"
"5384","turkiyeye","50","27","11","12"
"5882","taraftari","50","42","4","4"
"418","maas","50","26","6","18"
"577","ozur","50","23","8","19"
"3413","eylem","50","20","11","19"
"4056","gitmis","50","21","15","14"
"1203","hata","50","28","8","14"
"1539","yaziyor","50","16","14","20"
"1891","sokakta","50","11","12","27"
"2097","debe","50","28","14","8"
"16020","yasamak","50","20","12","18"
"9123","surece","49","24","13","12"
"9673","insallah","49","28","11","10"
"12233","konuyu","49","24","9","16"
"12312","yaz","49","26","13","10"
"12392","birakip","49","22","12","15"
"12569","sampiyonlar","49","36","9","4"
"12750","aynen","49","27","9","13"
"10631","muhtesem","49","22","19","8"
"11083","nefes","49","20","16","13"
"8108","isterim","49","25","14","10"
"8717","yasam","49","28","10","11"
"1415","senedir","49","32","6","11"
"1701","isine","49","29","6","14"
"1889","tas","49","20","12","17"
"2038","ye","49","22","16","11"
"2045","mutlaka","49","22","16","11"
"5626","icinden","49","29","9","11"
"6650","ileri","49","21","14","14"
"6659","sucu","49","22","11","16"
"2775","kalkip","49","26","14","9"
"2912","durust","49","24","8","17"
"3311","saniye","49","25","15","9"
"4556","disi","49","26","6","17"
"5378","rezil","49","25","9","15"
"3733","iktidar","49","23","6","20"
"4045","anadolu","49","23","12","14"
"4355","dusundum","49","19","16","14"
"7262","cocuga","49","16","14","19"
"573","kalir","49","22","11","16"
"733","halka","49","16","13","20"
"107","gezi","48","22","11","15"
"382","euro","48","34","6","8"
"417","gorev","48","26","10","12"
"435","gelmez","48","23","15","10"
"506","digeri","48","18","14","16"
"569","yasa","48","20","16","12"
"993","taraf","48","20","11","17"
"1106","bastan","48","28","11","9"
"2487","bicimde","48","25","14","9"
"2719","hakaret","48","18","11","19"
"2972","geldiginde","48","25","7","16"
"3008","vergi","48","23","5","20"
"1264","devleti","48","22","5","21"
"1600","sesi","48","20","13","15"
"1638","mustafa","48","21","16","11"
"1778","yavas","48","27","13","8"
"1911","video","48","20","14","14"
"5954","erken","48","28","9","11"
"7605","icindeki","48","23","11","14"
"5054","galatasarayin","48","36","8","4"
"5186","muthis","48","25","9","14"
"5458","toplu","48","20","16","12"
"3767","goruyorum","48","23","10","15"
"3980","sonradan","48","24","10","14"
"15779","birbirine","48","23","11","14"
"16755","basliyor","48","22","9","17"
"8553","arasindaki","48","31","7","10"
"8594","gurur","48","23","11","14"
"9312","ediyorlar","48","22","11","15"
"9777","herkesi","48","23","5","20"
"9960","yan","48","18","18","12"
"11040","degerli","48","25","13","10"
"11098","ogrenci","48","16","15","17"
"14085","yap","48","22","14","12"
"12668","onunla","48","21","15","12"
"8164","etmeyin","47","22","8","17"
"8582","pahali","47","28","11","8"
"8863","kara","47","33","9","5"
"15019","sikinti","47","24","10","13"
"13557","neyin","47","21","10","16"
"9015","muzik","47","23","13","11"
"9789","calisma","47","21","14","12"
"9929","kaliyor","47","26","11","10"
"4075","arap","47","22","11","14"
"1407","yapalim","47","32","6","9"
"1709","sirasinda","47","17","15","15"
"1808","tarih","47","24","11","12"
"1923","getiren","47","18","12","17"
"471","almanya","47","31","8","8"
"973","cikacak","47","21","14","12"
"2426","alinan","47","22","9","16"
"2745","kisisel","47","27","9","11"
"2762","sinir","47","24","11","12"
"3012","midir","47","19","10","18"
"3017","musun","47","22","13","12"
"3303","yapilmis","47","25","9","13"
"4786","seven","47","21","12","14"
"5731","karsilik","47","21","11","15"
"5807","yarisi","47","25","6","16"
"7555","olmaktan","47","24","8","15"
"19439","kisiyi","47","17","10","20"
"20147","iptal","47","28","11","8"
"18256","mehmet","47","26","8","13"
"15861","temel","46","24","12","10"
"17024","satin","46","27","8","11"
"21322","besiktasin","46","38","6","2"
"8554","araci","46","26","9","11"
"12095","kart","46","28","8","10"
"10236","oncesi","46","29","5","12"
"10425","haksiz","46","25","7","14"
"11010","boylece","46","21","12","13"
"23","cay","46","10","24","12"
"537","savunma","46","19","10","17"
"3426","okuyup","46","22","15","9"
"3866","cocuklarin","46","17","13","16"
"3938","orda","46","27","9","10"
"4201","acikcasi","46","24","9","13"
"4347","direk","46","26","6","14"
"1163","akilli","46","30","6","10"
"1938","atiyor","46","21","8","17"
"2392","ornegin","46","30","10","6"
"3204","miydi","46","23","9","14"
"4714","goze","46","20","11","15"
"3382","izlerken","45","23","16","6"
"3416","tarihi","45","26","12","7"
"3704","ihtimali","45","25","7","13"
"4054","diyip","45","27","7","11"
"4101","kafayi","45","15","19","11"
"255","emre","45","31","7","7"
"1054","anlamda","45","22","12","11"
"2404","edilmis","45","15","18","12"
"2476","genis","45","18","19","8"
"2647","erkegin","45","20","11","14"
"2665","ayip","45","20","12","13"
"2752","80","45","27","8","10"
"2824","utanmadan","45","23","11","11"
"2871","temiz","45","23","12","10"
"5979","secimde","45","29","3","13"
"6323","talep","45","18","6","21"
"1215","halki","45","16","10","19"
"1332","parasini","45","17","12","16"
"1477","degiliz","45","19","15","11"
"1549","yuzlerce","45","18","12","15"
"1551","sert","45","24","14","7"
"1649","katil","45","15","6","24"
"2103","yaparak","45","27","10","8"
"2225","yapiyorum","45","17","12","16"
"20476","penalti","45","35","3","7"
"21118","yapin","45","22","8","15"
"11097","ogretmen","45","17","13","15"
"7861","ek","45","26","5","14"
"8628","tek","45","27","8","10"
"11559","basbakan","45","23","5","17"
"14682","basari","45","28","7","10"
"14705","dil","45","21","9","15"
"10278","olaya","44","22","4","18"
"10970","hizmet","44","24","7","13"
"11469","ismi","44","25","13","6"
"1144","gosteriyor","44","26","6","12"
"1147","aldigim","44","20","14","10"
"1167","yapmasi","44","24","8","12"
"1647","partiye","44","27","1","16"
"1801","birinci","44","29","11","4"
"1904","olen","44","15","10","19"
"3385","yapmayin","44","22","10","12"
"3823","ask","44","25","11","8"
"4031","siyaset","44","21","9","14"
"4313","hayatinda","44","19","12","13"
"4380","anladim","44","21","9","14"
"6893","olduk","44","23","6","15"
"7531","gizli","44","21","12","11"
"7691","gitsin","44","21","15","8"
